Date,Temperature,Humidity,Co2_levels,Location,Wind_speed,Rainfall,Pressure,Day,Month,Year,Day_of_Week,Is_Rainy,Feels_Hot,High_CO2,Humidity_Level
6/9/2038,30.1,85,416.6,Karachi,8,0,1010,9,6,2038,2,0,1,1,High
6/10/2038,26.8,82,415.4,Karachi,17,0.1,1014,10,6,2038,3,1,0,1,High
6/11/2038,30.4,65,413.5,Karachi,8,0.1,1008,11,6,2038,4,1,1,0,Moderate
6/12/2038,23.6,73,412,Karachi,9,0.1,1013,12,6,2038,5,1,0,0,Moderate
6/13/2038,24.2,69,418.3,Karachi,10,0.2,1007,13,6,2038,6,1,0,1,Moderate
6/14/2038,25.7,81,414.5,Karachi,16,0,1010,14,6,2038,0,0,0,0,High
6/15/2038,28.2,81,418.5,Karachi,17,0.2,1007,15,6,2038,1,1,0,1,High
6/16/2038,26.1,81,414,Karachi,18,0.1,1004,16,6,2038,2,1,0,0,High
6/17/2038,30,75,413.1,Karachi,12,0.1,1007,17,6,2038,3,1,0,0,Moderate
6/18/2038,31.1,83,416.3,Karachi,16,0.4,1009,18,6,2038,4,1,1,1,High
6/19/2038,29.8,84,414.8,Karachi,17,0.1,1014,19,6,2038,5,1,0,0,High
6/20/2038,32.9,74,411.4,Karachi,14,0.2,1007,20,6,2038,6,1,1,0,Moderate
6/21/2038,29.2,73,420.5,Karachi,5,0,1008,21,6,2038,0,0,0,1,Moderate
6/22/2038,24.3,80,413.1,Karachi,12,0.2,1006,22,6,2038,1,1,0,0,Moderate
6/23/2038,32.1,89,417.8,Karachi,6,0.1,1013,23,6,2038,2,1,1,1,High
6/24/2038,26.2,88,417.5,Karachi,15,0.3,1009,24,6,2038,3,1,0,1,High
6/25/2038,30.7,83,411.2,Karachi,19,0.3,1009,25,6,2038,4,1,1,0,High
6/26/2038,32.7,76,412,Karachi,11,0,1009,26,6,2038,5,0,1,0,Moderate
6/27/2038,29.4,84,414.1,Karachi,8,0.1,1004,27,6,2038,6,1,0,0,High
6/28/2038,23.5,78,412.4,Karachi,19,0.2,1006,28,6,2038,0,1,0,0,Moderate
6/29/2038,25.2,76,420.2,Karachi,12,0.1,1007,29,6,2038,1,1,0,1,Moderate
6/30/2038,32,69,414.4,Karachi,10,0.1,1012,30,6,2038,2,1,1,0,Moderate
7/1/2038,27.5,81,417.7,Karachi,9,0,1003,1,7,2038,3,0,0,1,High
7/2/2038,28.2,77,416.5,Karachi,14,0,1012,2,7,2038,4,0,0,1,Moderate
7/3/2038,30.3,80,415.8,Karachi,14,0.1,1011,3,7,2038,5,1,1,1,Moderate
7/4/2038,30.1,69,415.1,Karachi,18,0.2,1005,4,7,2038,6,1,1,1,Moderate
7/5/2038,28.8,81,418.7,Karachi,9,0.1,1009,5,7,2038,0,1,0,1,High
7/6/2038,27.4,68,412.5,Karachi,8,0,1013,6,7,2038,1,0,0,0,Moderate
7/7/2038,27.1,85,420.2,Karachi,18,0.1,1007,7,7,2038,2,1,0,1,High
7/8/2038,30.6,83,411.1,Karachi,7,0.3,1008,8,7,2038,3,1,1,0,High
7/9/2038,29.7,79,417.3,Karachi,7,0.1,1018,9,7,2038,4,1,0,1,Moderate
7/10/2038,27.2,83,410.8,Karachi,18,0.3,1011,10,7,2038,5,1,0,0,High
7/11/2038,31.2,75,414.1,Karachi,7,0,1009,11,7,2038,6,0,1,0,Moderate
7/12/2038,27.6,80,415.3,Karachi,11,0.2,1009,12,7,2038,0,1,0,1,Moderate
7/13/2038,25.4,84,413.5,Karachi,12,0.2,1011,13,7,2038,1,1,0,0,High
7/14/2038,25.7,65,414.5,Karachi,17,0.3,1012,14,7,2038,2,1,0,0,Moderate
7/15/2038,25.1,78,410.8,Karachi,12,0.2,1004,15,7,2038,3,1,0,0,Moderate
7/16/2038,27.2,80,412,Karachi,6,0,1003,16,7,2038,4,0,0,0,Moderate
7/17/2038,31.7,79,416.5,Karachi,18,0.2,1007,17,7,2038,5,1,1,1,Moderate
7/18/2038,25.6,87,415.1,Karachi,7,0.1,1010,18,7,2038,6,1,0,1,High
7/19/2038,28.6,74,412.9,Karachi,6,0,1010,19,7,2038,0,0,0,0,Moderate
7/20/2038,26,77,419,Karachi,10,0,1005,20,7,2038,1,0,0,1,Moderate
7/21/2038,27.2,70,411.3,Karachi,15,0,1009,21,7,2038,2,0,0,0,Moderate
7/22/2038,23.5,88,413.9,Karachi,7,0.2,1010,22,7,2038,3,1,0,0,High
7/23/2038,27.3,79,413.5,Karachi,10,0.1,1007,23,7,2038,4,1,0,0,Moderate
7/24/2038,27.4,78,416.8,Karachi,8,0.1,1008,24,7,2038,5,1,0,1,Moderate
7/25/2038,29.6,80,415.1,Karachi,17,0,1008,25,7,2038,6,0,0,1,Moderate
7/26/2038,28.7,83,414.7,Karachi,16,0.1,1011,26,7,2038,0,1,0,0,High
7/27/2038,24.4,82,409.5,Karachi,19,0,1010,27,7,2038,1,0,0,0,High
7/28/2038,31.3,93,417.6,Karachi,14,0.1,1007,28,7,2038,2,1,1,1,High
7/29/2038,28.6,82,414.3,Karachi,19,0.5,1013,29,7,2038,3,1,0,0,High
7/30/2038,28.6,78,415.3,Karachi,14,0.2,1006,30,7,2038,4,1,0,1,Moderate
7/31/2038,28,77,412.8,Karachi,10,0,1005,31,7,2038,5,0,0,0,Moderate
8/1/2038,26.4,78,412.3,Karachi,17,0.1,1009,1,8,2038,6,1,0,0,Moderate
8/2/2038,28.7,72,419.5,Karachi,7,0.1,1009,2,8,2038,0,1,0,1,Moderate
8/3/2038,29.4,80,409.7,Karachi,9,0,1010,3,8,2038,1,0,0,0,Moderate
8/4/2038,22.8,84,411.8,Karachi,12,0.5,1006,4,8,2038,2,1,0,0,High
8/5/2038,26.4,77,419.4,Karachi,7,0.1,1013,5,8,2038,3,1,0,1,Moderate
8/6/2038,27.2,76,416.9,Karachi,13,0.1,1015,6,8,2038,4,1,0,1,Moderate
8/7/2038,28.8,88,414,Karachi,19,0.1,1010,7,8,2038,5,1,0,0,High
8/8/2038,31.6,73,418.7,Karachi,13,0,1011,8,8,2038,6,0,1,1,Moderate
8/9/2038,25.7,70,416.3,Karachi,17,0,1004,9,8,2038,0,0,0,1,Moderate
8/10/2038,26.5,74,415.7,Karachi,11,0,1009,10,8,2038,1,0,0,1,Moderate
8/11/2038,26.5,72,415.7,Karachi,12,0,1008,11,8,2038,2,0,0,1,Moderate
8/12/2038,25.6,82,416.4,Karachi,13,0,1007,12,8,2038,3,0,0,1,High
8/13/2038,27,78,416.5,Karachi,5,0.3,1008,13,8,2038,4,1,0,1,Moderate
8/14/2038,30.3,79,421.6,Karachi,19,0.1,1008,14,8,2038,5,1,1,1,Moderate
8/15/2038,24.8,86,414.4,Karachi,11,0.2,1006,15,8,2038,6,1,0,0,High
8/16/2038,29.3,77,414.5,Karachi,14,0.2,1009,16,8,2038,0,1,0,0,Moderate
8/17/2038,22.9,84,411.3,Karachi,7,0.1,1007,17,8,2038,1,1,0,0,High
8/18/2038,26.3,88,414.8,Karachi,10,0,1012,18,8,2038,2,0,0,0,High
8/19/2038,27,78,420.6,Karachi,13,0.1,1011,19,8,2038,3,1,0,1,Moderate
8/20/2038,33,84,418,Karachi,16,0,1011,20,8,2038,4,0,1,1,High
8/21/2038,27.2,79,413.4,Karachi,19,0,1013,21,8,2038,5,0,0,0,Moderate
8/22/2038,21.4,85,415.1,Karachi,14,0.1,1008,22,8,2038,6,1,0,1,High
8/23/2038,22,72,411.1,Karachi,15,0.1,1011,23,8,2038,0,1,0,0,Moderate
8/24/2038,28.1,72,412.1,Karachi,12,0,1013,24,8,2038,1,0,0,0,Moderate
8/25/2038,29.8,78,415.4,Karachi,6,0,1007,25,8,2038,2,0,0,1,Moderate
8/26/2038,29.1,76,413.5,Karachi,8,0,1004,26,8,2038,3,0,0,0,Moderate
8/27/2038,28.5,77,411.9,Karachi,18,0.1,1008,27,8,2038,4,1,0,0,Moderate
8/28/2038,31.5,79,416.5,Karachi,15,0.4,1013,28,8,2038,5,1,1,1,Moderate
8/29/2038,26.4,84,414.8,Karachi,9,0.1,1007,29,8,2038,6,1,0,0,High
8/30/2038,30.7,78,410.3,Karachi,17,0.2,1009,30,8,2038,0,1,1,0,Moderate
8/31/2038,23.1,76,408.8,Karachi,14,0.1,1008,31,8,2038,1,1,0,0,Moderate
9/1/2038,25.3,78,413.3,Karachi,10,0,1009,1,9,2038,2,0,0,0,Moderate
9/2/2038,22.6,76,410.2,Karachi,17,0.1,1007,2,9,2038,3,1,0,0,Moderate
9/3/2038,27.2,75,409.4,Karachi,11,0,1006,3,9,2038,4,0,0,0,Moderate
9/4/2038,27.9,72,418.4,Karachi,15,0,1009,4,9,2038,5,0,0,1,Moderate
9/5/2038,28.3,80,414.7,Karachi,8,0.1,1009,5,9,2038,6,1,0,0,Moderate
9/6/2038,28.2,77,414.2,Karachi,8,0.2,1013,6,9,2038,0,1,0,0,Moderate
9/7/2038,25.2,85,414.4,Karachi,9,0.1,1010,7,9,2038,1,1,0,0,High
9/8/2038,27.4,73,411.6,Karachi,13,0.3,1006,8,9,2038,2,1,0,0,Moderate
9/9/2038,23.5,77,416.2,Karachi,13,0.1,1008,9,9,2038,3,1,0,1,Moderate
9/10/2038,32.1,89,414.6,Karachi,18,0,1012,10,9,2038,4,0,1,0,High
9/11/2038,27.1,75,412.7,Karachi,5,0.1,1009,11,9,2038,5,1,0,0,Moderate
9/12/2038,26.5,79,413.2,Karachi,17,0.2,1007,12,9,2038,6,1,0,0,Moderate
9/13/2038,32.8,74,411.3,Karachi,9,0.1,1010,13,9,2038,0,1,1,0,Moderate
9/14/2038,24.3,73,413.8,Karachi,9,0.1,1008,14,9,2038,1,1,0,0,Moderate
9/15/2038,24.6,88,414.3,Karachi,11,0.1,1011,15,9,2038,2,1,0,0,High
9/16/2038,24.7,81,413.7,Karachi,12,0.1,1011,16,9,2038,3,1,0,0,High
9/17/2038,27.8,81,415.2,Karachi,7,0,1007,17,9,2038,4,0,0,1,High
9/18/2038,29.3,72,414.8,Karachi,5,0,1015,18,9,2038,5,0,0,0,Moderate
9/19/2038,30.2,82,415.7,Karachi,6,0,1010,19,9,2038,6,0,1,1,High
9/20/2038,35.7,86,417.8,Karachi,10,0.1,1002,20,9,2038,0,1,1,1,High
9/21/2038,21.3,86,416.8,Karachi,15,0.2,1011,21,9,2038,1,1,0,1,High
9/22/2038,29.8,83,417.9,Karachi,18,0.2,1002,22,9,2038,2,1,0,1,High
9/23/2038,26.3,74,412.5,Karachi,10,0,1013,23,9,2038,3,0,0,0,Moderate
9/24/2038,26.2,82,413.5,Karachi,15,0.1,1010,24,9,2038,4,1,0,0,High
9/25/2038,26.1,83,417,Karachi,17,0.1,1010,25,9,2038,5,1,0,1,High
9/26/2038,25.3,71,417,Karachi,9,0.1,1010,26,9,2038,6,1,0,1,Moderate
9/27/2038,33.1,74,413,Karachi,15,0.1,1012,27,9,2038,0,1,1,0,Moderate
9/28/2038,30.5,84,416.8,Karachi,9,0,1008,28,9,2038,1,0,1,1,High
9/29/2038,28.1,84,412.2,Karachi,13,0.3,1010,29,9,2038,2,1,0,0,High
9/30/2038,32.1,72,416.4,Karachi,15,0.3,1010,30,9,2038,3,1,1,1,Moderate
10/1/2038,23.5,84,414.9,Karachi,19,0,1001,1,10,2038,4,0,0,0,High
10/2/2038,24,80,410.8,Karachi,11,0.1,1012,2,10,2038,5,1,0,0,Moderate
10/3/2038,21.5,84,413.7,Karachi,10,0,1012,3,10,2038,6,0,0,0,High
10/4/2038,25.9,77,421.5,Karachi,19,0,1011,4,10,2038,0,0,0,1,Moderate
10/5/2038,28.5,83,415.6,Karachi,15,0.3,1011,5,10,2038,1,1,0,1,High
10/6/2038,28.3,84,421.9,Karachi,11,0.1,1015,6,10,2038,2,1,0,1,High
10/7/2038,28.4,78,410.7,Karachi,7,0,1010,7,10,2038,3,0,0,0,Moderate
10/8/2038,23.8,80,417.3,Karachi,17,0.1,1010,8,10,2038,4,1,0,1,Moderate
10/9/2038,30.4,77,407.4,Karachi,11,0.2,1008,9,10,2038,5,1,1,0,Moderate
10/10/2038,28.7,88,415,Karachi,7,0.2,1004,10,10,2038,6,1,0,0,High
10/11/2038,30.2,79,416.9,Karachi,12,0,1011,11,10,2038,0,0,1,1,Moderate
10/12/2038,22.3,75,417.5,Karachi,14,0.2,1008,12,10,2038,1,1,0,1,Moderate
10/13/2038,28.9,76,412.6,Karachi,14,0.2,1004,13,10,2038,2,1,0,0,Moderate
10/14/2038,24.4,81,418.1,Karachi,13,0.1,1010,14,10,2038,3,1,0,1,High
10/15/2038,26.8,84,413.4,Karachi,7,0.1,1009,15,10,2038,4,1,0,0,High
10/16/2038,29.6,73,414.5,Karachi,11,0,1009,16,10,2038,5,0,0,0,Moderate
10/17/2038,28.3,89,413.7,Karachi,12,0,1010,17,10,2038,6,0,0,0,High
10/18/2038,25.4,82,411.6,Karachi,7,0.1,1005,18,10,2038,0,1,0,0,High
10/19/2038,28,82,419.7,Karachi,10,0.2,1013,19,10,2038,1,1,0,1,High
10/20/2038,23.4,80,415.1,Karachi,17,0.2,1011,20,10,2038,2,1,0,1,Moderate
10/21/2038,31.5,80,418.3,Karachi,18,0.1,1013,21,10,2038,3,1,1,1,Moderate
10/22/2038,27.4,79,418.1,Karachi,11,0.2,1008,22,10,2038,4,1,0,1,Moderate
10/23/2038,31.4,85,412.1,Karachi,8,0.1,1011,23,10,2038,5,1,1,0,High
10/24/2038,26.4,80,418.6,Karachi,10,0.1,1004,24,10,2038,6,1,0,1,Moderate
10/25/2038,26.4,84,416.5,Karachi,11,0,1007,25,10,2038,0,0,0,1,High
10/26/2038,25.7,78,411.9,Karachi,16,0,1006,26,10,2038,1,0,0,0,Moderate
10/27/2038,30.6,81,416.3,Karachi,11,0,1011,27,10,2038,2,0,1,1,High
10/28/2038,25.9,76,411.9,Karachi,15,0,1006,28,10,2038,3,0,0,0,Moderate
10/29/2038,29.9,86,419.8,Karachi,5,0,1008,29,10,2038,4,0,0,1,High
10/30/2038,26.9,76,417.4,Karachi,6,0.1,1010,30,10,2038,5,1,0,1,Moderate
10/31/2038,22.1,78,414.8,Karachi,15,0,1009,31,10,2038,6,0,0,0,Moderate
11/1/2038,26.3,78,418.8,Karachi,15,0.1,1006,1,11,2038,0,1,0,1,Moderate
11/2/2038,24.5,78,410.3,Karachi,5,0.4,1015,2,11,2038,1,1,0,0,Moderate
11/3/2038,28.1,84,412.8,Karachi,13,0.2,1010,3,11,2038,2,1,0,0,High
11/4/2038,24.4,78,414.2,Karachi,16,0.1,1015,4,11,2038,3,1,0,0,Moderate
11/5/2038,30.8,87,421.7,Karachi,11,0,1007,5,11,2038,4,0,1,1,High
11/6/2038,27.7,76,411.8,Karachi,15,0.1,1009,6,11,2038,5,1,0,0,Moderate
11/7/2038,27.5,81,409.9,Karachi,11,0.1,1010,7,11,2038,6,1,0,0,High
11/8/2038,30,76,410.7,Karachi,7,0.1,1014,8,11,2038,0,1,0,0,Moderate
11/9/2038,30.9,82,417.7,Karachi,9,0.1,1015,9,11,2038,1,1,1,1,High
11/10/2038,27.9,80,413.2,Karachi,6,0.1,1008,10,11,2038,2,1,0,0,Moderate
11/11/2038,25.7,79,414.5,Karachi,9,0.4,1008,11,11,2038,3,1,0,0,Moderate
11/12/2038,22.7,86,417.3,Karachi,12,0,1010,12,11,2038,4,0,0,1,High
11/13/2038,25.9,77,414.5,Karachi,17,0,1013,13,11,2038,5,0,0,0,Moderate
11/14/2038,26.1,83,415.6,Karachi,14,0.1,1010,14,11,2038,6,1,0,1,High
11/15/2038,28.3,76,416.6,Karachi,7,0.1,1011,15,11,2038,0,1,0,1,Moderate
11/16/2038,27,81,413.7,Karachi,8,0,1013,16,11,2038,1,0,0,0,High
11/17/2038,30.1,74,414.5,Karachi,12,0.2,1013,17,11,2038,2,1,1,0,Moderate
11/18/2038,26.2,77,415.7,Karachi,19,0.1,1013,18,11,2038,3,1,0,1,Moderate
11/19/2038,27.8,80,417.6,Karachi,6,0.1,1012,19,11,2038,4,1,0,1,Moderate
11/20/2038,31.6,89,412.6,Karachi,5,0.1,1014,20,11,2038,5,1,1,0,High
11/21/2038,29,81,405.9,Karachi,7,0.1,1006,21,11,2038,6,1,0,0,High
11/22/2038,27.8,88,417,Karachi,6,0.4,1017,22,11,2038,0,1,0,1,High
11/23/2038,26.2,81,417.8,Karachi,14,0,1013,23,11,2038,1,0,0,1,High
11/24/2038,26.1,78,415.6,Karachi,18,0,1010,24,11,2038,2,0,0,1,Moderate
11/25/2038,25.4,88,415.8,Karachi,19,0,1013,25,11,2038,3,0,0,1,High
11/26/2038,26.4,82,413.3,Karachi,6,0.2,1009,26,11,2038,4,1,0,0,High
11/27/2038,30.3,77,416.5,Karachi,8,0.1,1011,27,11,2038,5,1,1,1,Moderate
11/28/2038,27.3,82,417.6,Karachi,17,0.2,1012,28,11,2038,6,1,0,1,High
11/29/2038,24,79,415.2,Karachi,17,0.4,1013,29,11,2038,0,1,0,1,Moderate
11/30/2038,33.3,70,422.5,Karachi,10,0.1,1009,30,11,2038,1,1,1,1,Moderate
12/1/2038,29,85,410.3,Karachi,14,0,1013,1,12,2038,2,0,0,0,High
12/2/2038,23.8,85,415.5,Karachi,14,0,1009,2,12,2038,3,0,0,1,High
12/3/2038,26.7,89,411.5,Karachi,9,0,1012,3,12,2038,4,0,0,0,High
12/4/2038,28.3,82,417.6,Karachi,8,0.2,1010,4,12,2038,5,1,0,1,High
12/5/2038,33.1,79,410.3,Karachi,12,0,1005,5,12,2038,6,0,1,0,Moderate
12/6/2038,24.7,84,411,Karachi,15,0.1,1008,6,12,2038,0,1,0,0,High
12/7/2038,30.9,84,413.1,Karachi,9,0,1013,7,12,2038,1,0,1,0,High
12/8/2038,32.2,88,415.8,Karachi,6,0,1009,8,12,2038,2,0,1,1,High
12/9/2038,26.1,80,413.2,Karachi,8,0,1014,9,12,2038,3,0,0,0,Moderate
12/10/2038,27.2,79,413.2,Karachi,11,0.1,1006,10,12,2038,4,1,0,0,Moderate
12/11/2038,24.9,76,414.5,Karachi,8,0,1012,11,12,2038,5,0,0,0,Moderate
12/12/2038,27.4,83,414.3,Karachi,19,0.1,1010,12,12,2038,6,1,0,0,High
12/13/2038,27.9,72,419.5,Karachi,10,0.1,1009,13,12,2038,0,1,0,1,Moderate
12/14/2038,30,84,417.1,Karachi,6,0.3,1006,14,12,2038,1,1,0,1,High
12/15/2038,31.3,83,414,Karachi,13,0.2,1011,15,12,2038,2,1,1,0,High
12/16/2038,25.8,83,421.3,Karachi,8,0.1,1007,16,12,2038,3,1,0,1,High
12/17/2038,22.1,81,416.5,Karachi,17,0.2,1008,17,12,2038,4,1,0,1,High
12/18/2038,27.9,88,412.1,Karachi,5,0,1010,18,12,2038,5,0,0,0,High
12/19/2038,28.9,84,415.8,Karachi,18,0.1,1009,19,12,2038,6,1,0,1,High
12/20/2038,28.7,77,416.6,Karachi,7,0.1,1013,20,12,2038,0,1,0,1,Moderate
12/21/2038,27,77,412.9,Karachi,17,0,1002,21,12,2038,1,0,0,0,Moderate
12/22/2038,28.4,76,411.8,Karachi,18,0.1,1009,22,12,2038,2,1,0,0,Moderate
12/23/2038,32.5,83,415.3,Karachi,11,0,1009,23,12,2038,3,0,1,1,High
12/24/2038,29.1,75,413.9,Karachi,18,0,1010,24,12,2038,4,0,0,0,Moderate
12/25/2038,26.9,85,419.4,Karachi,18,0,1008,25,12,2038,5,0,0,1,High
12/26/2038,26.5,87,417.2,Karachi,14,0.2,1013,26,12,2038,6,1,0,1,High
12/27/2038,27.5,76,413.1,Karachi,13,0,1009,27,12,2038,0,0,0,0,Moderate
12/28/2038,32.9,79,416.3,Karachi,10,0,1010,28,12,2038,1,0,1,1,Moderate
12/29/2038,27.5,80,418.8,Karachi,18,0.2,1013,29,12,2038,2,1,0,1,Moderate
12/30/2038,27.9,84,410.8,Karachi,18,0,1010,30,12,2038,3,0,0,0,High
12/31/2038,26.6,88,411.9,Karachi,17,0.3,1006,31,12,2038,4,1,0,0,High
1/1/2039,31.3,72,415,Karachi,18,0.2,1009,1,1,2039,5,1,1,0,Moderate
1/2/2039,33.9,78,415.1,Karachi,8,0.1,1010,2,1,2039,6,1,1,1,Moderate
1/3/2039,29.4,79,414.8,Karachi,6,0.1,1005,3,1,2039,0,1,0,0,Moderate
1/4/2039,28.2,73,414.1,Karachi,13,0.5,1008,4,1,2039,1,1,0,0,Moderate
1/5/2039,28.1,78,414,Karachi,16,0.1,1010,5,1,2039,2,1,0,0,Moderate
1/6/2039,20.8,82,416.2,Karachi,18,0,1016,6,1,2039,3,0,0,1,High
1/7/2039,30.2,79,418.4,Karachi,12,0.2,1011,7,1,2039,4,1,1,1,Moderate
1/8/2039,28.4,72,413.6,Karachi,11,0,1010,8,1,2039,5,0,0,0,Moderate
1/9/2039,29.3,94,422.3,Karachi,6,0,1015,9,1,2039,6,0,0,1,High
1/10/2039,25.9,81,420.9,Karachi,6,0.2,1012,10,1,2039,0,1,0,1,High
1/11/2039,26.8,81,419,Karachi,12,0,1012,11,1,2039,1,0,0,1,High
1/12/2039,26.8,75,416.9,Karachi,13,0.1,1009,12,1,2039,2,1,0,1,Moderate
1/13/2039,31.1,81,421,Karachi,13,0.1,1006,13,1,2039,3,1,1,1,High
1/14/2039,26.9,79,414.1,Karachi,12,0.1,1011,14,1,2039,4,1,0,0,Moderate
1/15/2039,34.2,71,412.5,Karachi,5,0,1015,15,1,2039,5,0,1,0,Moderate
1/16/2039,29.3,75,413.4,Karachi,9,0.1,1015,16,1,2039,6,1,0,0,Moderate
1/17/2039,24.2,84,412,Karachi,11,0,1012,17,1,2039,0,0,0,0,High
1/18/2039,27.6,90,415.4,Karachi,14,0,1008,18,1,2039,1,0,0,1,High
1/19/2039,26,82,415.9,Karachi,10,0,1005,19,1,2039,2,0,0,1,High
1/20/2039,21.4,86,415.6,Karachi,15,0,1008,20,1,2039,3,0,0,1,High
1/21/2039,32.8,79,415,Karachi,16,0.3,1011,21,1,2039,4,1,1,0,Moderate
1/22/2039,30.1,80,415.4,Karachi,5,0.1,1009,22,1,2039,5,1,1,1,Moderate
1/23/2039,29.6,85,420.2,Karachi,14,0.1,1013,23,1,2039,6,1,0,1,High
1/24/2039,28.5,88,416.9,Karachi,19,0.1,1006,24,1,2039,0,1,0,1,High
1/25/2039,23.9,87,417.8,Karachi,10,0.6,1010,25,1,2039,1,1,0,1,High
1/26/2039,26.5,75,415.6,Karachi,8,0.1,1008,26,1,2039,2,1,0,1,Moderate
1/27/2039,30.5,80,410.2,Karachi,7,0.1,1013,27,1,2039,3,1,1,0,Moderate
1/28/2039,24.8,81,409.6,Karachi,8,0,1012,28,1,2039,4,0,0,0,High
1/29/2039,20.4,79,421.2,Karachi,12,0.1,1008,29,1,2039,5,1,0,1,Moderate
1/30/2039,27.3,82,413.4,Karachi,15,0,1013,30,1,2039,6,0,0,0,High
1/31/2039,27.6,84,413.1,Karachi,10,0.1,1005,31,1,2039,0,1,0,0,High
2/1/2039,28.4,85,415.7,Karachi,13,0,1005,1,2,2039,1,0,0,1,High
2/2/2039,30.2,88,416.7,Karachi,9,0.1,1007,2,2,2039,2,1,1,1,High
2/3/2039,29.9,78,417,Karachi,15,0,1004,3,2,2039,3,0,0,1,Moderate
2/4/2039,28.8,73,420.3,Karachi,13,0.1,1010,4,2,2039,4,1,0,1,Moderate
2/5/2039,31.6,82,419.5,Karachi,8,0.1,1010,5,2,2039,5,1,1,1,High
2/6/2039,23.4,89,412.6,Karachi,18,0,1009,6,2,2039,6,0,0,0,High
2/7/2039,29.5,78,417.9,Karachi,19,0,1012,7,2,2039,0,0,0,1,Moderate
2/8/2039,29.9,83,413.8,Karachi,16,0,1008,8,2,2039,1,0,0,0,High
2/9/2039,24.3,83,414.6,Karachi,8,0.1,1006,9,2,2039,2,1,0,0,High
2/10/2039,23.5,81,411.7,Karachi,10,0.1,1008,10,2,2039,3,1,0,0,High
2/11/2039,25.8,80,409.9,Karachi,18,0.1,1006,11,2,2039,4,1,0,0,Moderate
2/12/2039,26,75,414.9,Karachi,17,0.1,1008,12,2,2039,5,1,0,0,Moderate
2/13/2039,30.3,69,412.1,Karachi,14,0.1,1012,13,2,2039,6,1,1,0,Moderate
2/14/2039,26.2,74,417.8,Karachi,15,0.1,1005,14,2,2039,0,1,0,1,Moderate
2/15/2039,25.4,78,414.2,Karachi,11,0,1009,15,2,2039,1,0,0,0,Moderate
2/16/2039,26.2,85,415.9,Karachi,18,0.1,1013,16,2,2039,2,1,0,1,High
2/17/2039,31.4,79,419.1,Karachi,6,0,1013,17,2,2039,3,0,1,1,Moderate
2/18/2039,28,77,410.5,Karachi,8,0.1,1008,18,2,2039,4,1,0,0,Moderate
2/19/2039,27.5,76,412.8,Karachi,19,0.1,1017,19,2,2039,5,1,0,0,Moderate
2/20/2039,27.7,83,415.5,Karachi,17,0.1,1007,20,2,2039,6,1,0,1,High
2/21/2039,31.9,87,415.9,Karachi,12,0,1009,21,2,2039,0,0,1,1,High
2/22/2039,25.8,85,418.3,Karachi,13,0,1006,22,2,2039,1,0,0,1,High
2/23/2039,31.9,83,417.6,Karachi,9,0,1011,23,2,2039,2,0,1,1,High
2/24/2039,28.6,73,415.3,Karachi,10,0.1,1018,24,2,2039,3,1,0,1,Moderate
2/25/2039,27.5,78,415.9,Karachi,14,0.1,1016,25,2,2039,4,1,0,1,Moderate
2/26/2039,35.5,90,416,Karachi,16,0,1013,26,2,2039,5,0,1,1,High
2/27/2039,24.8,86,410.6,Karachi,11,0.1,1008,27,2,2039,6,1,0,0,High
2/28/2039,26.9,72,414.5,Karachi,11,0,1009,28,2,2039,0,0,0,0,Moderate
3/1/2039,24.3,80,415.7,Karachi,19,0.1,1013,1,3,2039,1,1,0,1,Moderate
3/2/2039,30.9,82,416.4,Karachi,7,0.1,1012,2,3,2039,2,1,1,1,High
3/3/2039,33.1,76,412.2,Karachi,17,0.1,1010,3,3,2039,3,1,1,0,Moderate
3/4/2039,33,68,411.2,Karachi,6,0.2,1010,4,3,2039,4,1,1,0,Moderate
3/5/2039,31.7,80,414.3,Karachi,14,0,1013,5,3,2039,5,0,1,0,Moderate
3/6/2039,27.4,76,420.9,Karachi,12,0,1014,6,3,2039,6,0,0,1,Moderate
3/7/2039,26.9,76,412.5,Karachi,13,0.1,1005,7,3,2039,0,1,0,0,Moderate
3/8/2039,23,78,418.5,Karachi,15,0,1011,8,3,2039,1,0,0,1,Moderate
3/9/2039,34.1,79,419.8,Karachi,12,0.4,1012,9,3,2039,2,1,1,1,Moderate
3/10/2039,29.4,80,415.1,Karachi,12,0,1008,10,3,2039,3,0,0,1,Moderate
3/11/2039,26.5,76,413,Karachi,19,0,1014,11,3,2039,4,0,0,0,Moderate
3/12/2039,32,79,416.5,Karachi,6,0.1,1009,12,3,2039,5,1,1,1,Moderate
3/13/2039,25.1,71,415.6,Karachi,15,0,1014,13,3,2039,6,0,0,1,Moderate
3/14/2039,29.2,82,412.4,Karachi,8,0,1009,14,3,2039,0,0,0,0,High
3/15/2039,27.5,66,413,Karachi,10,0.3,1011,15,3,2039,1,1,0,0,Moderate
3/16/2039,29.9,79,416.4,Karachi,12,0,1011,16,3,2039,2,0,0,1,Moderate
3/17/2039,27.8,85,417.8,Karachi,17,0.1,1015,17,3,2039,3,1,0,1,High
3/18/2039,23.6,75,414,Karachi,6,0,1012,18,3,2039,4,0,0,0,Moderate
3/19/2039,28.2,84,414.8,Karachi,16,0,1009,19,3,2039,5,0,0,0,High
3/20/2039,31.1,86,417,Karachi,12,0,1009,20,3,2039,6,0,1,1,High
3/21/2039,27.9,63,414.5,Karachi,5,0,1009,21,3,2039,0,0,0,0,Moderate
